,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2021-03-21,10441,317,16746,5601,60857,6086,7833,1522,1050,32758,16164,454,1943,23357,12949,5676,4913,5738,9988,729,8122,16867,16909,6783,6958,8384,1415,2136,5062,1217,24174,3889,49186,11827,1462,18787,4788,2357,24796,2562,9009,1919,11713,48193,2062,219,10221,5178,2617,7877,694
2021-03-22,10441,318,16746,5606,60909,6088,7844,1531,1050,32793,16190,454,1948,23379,12949,5677,4913,5799,10031,729,8123,16894,16916,6783,6958,8384,1415,2136,5064,1217,24188,3892,49176,11843,1462,18787,4788,2365,24797,2562,9029,1923,11713,48254,2064,219,10227,5186,2617,7885,694
2021-03-23,10456,318,16799,5608,60962,6090,7848,1535,1051,32841,16206,454,1953,23391,12963,5677,4913,5814,10038,731,8148,16915,16936,6790,6979,8437,1420,2138,5064,1218,24242,3903,49214,11860,1463,18817,4850,2367,24835,2562,9032,1923,11747,48310,2079,220,10240,5188,2619,7891,696
2021-03-24,10491,319,16843,5617,61001,6094,7855,1535,1053,32875,16274,457,1954,23408,12978,5685,4913,5863,10057,731,8159,16970,16953,6799,6983,8450,1431,2164,5093,1227,24330,3909,49492,11900,1466,18817,4850,2368,24881,2594,9059,1924,11792,48365,2086,222,10247,5201,2624,7897,696
2021-03-25,10511,318,16843,5625,61061,6096,7865,1536,1053,32976,16352,458,1956,23441,12985,5690,4913,5970,10074,731,8170,17010,17006,6814,6989,8450,1436,2173,5103,1229,24330,3916,49580,11992,1467,18817,4850,2370,24922,2594,9085,1927,11796,48415,2095,223,10250,5214,2630,7901,696
2021-03-26,10527,319,16900,5636,61117,6100,7869,1536,1055,33133,16432,459,1956,23472,13005,5709,4892,6009,10088,731,8186,17051,17028,6821,7000,8453,1436,2174,5115,1231,24381,3923,49658,12033,1468,18913,4850,2373,24922,2594,9097,1928,11816,48467,2096,224,10255,5221,2633,7905,696
2021-03-27,10530,319,16918,5642,61172,6103,7869,1544,1056,33175,16500,462,1956,23498,13014,5717,4892,6010,10088,736,8198,17051,17050,6825,7002,8454,1437,2174,5123,1231,24382,3925,49723,12033,1468,18913,4850,2373,24989,2594,9108,1933,11841,48522,2120,224,10272,5221,2639,7908,696
2021-03-28,10530,319,16918,5646,61220,6104,7869,1552,1056,33213,16501,462,1956,23521,13025,5719,4892,6033,10088,736,8203,17115,17050,6830,7003,8455,1437,2174,5124,1237,24404,3925,49750,12033,1468,18913,4850,2373,25004,2608,9126,1933,11852,48566,2120,225,10287,5221,2639,7913,696
2021-03-29,10530,320,16921,5649,61250,6104,7886,1552,1059,33270,16536,462,1956,23527,13030,5719,4892,6044,10124,736,8205,17134,17061,6835,7003,8455,1437,2174,5124,1237,24407,3925,50012,12091,1468,18913,4850,2375,25018,2613,9126,1933,11865,48612,2120,225,10302,5227,2644,7919,696
2021-03-30,10532,320,16942,5661,61295,6107,7889,1559,1061,33366,16549,462,1956,23542,13041,5726,4892,6066,10134,738,8215,17148,17112,6836,7015,8508,1437,2176,5127,1237,24407,3932,50072,12093,1468,18973,4850,2381,25051,2613,9130,1935,11894,48640,2123,225,10319,5238,2647,7925,696
2021-03-31,10558,321,16968,5669,61335,6116,7893,1559,1064,33450,16620,463,1962,23579,13043,5744,4914,6091,10143,743,8227,17185,17123,6848,7034,8508,1437,2179,5137,1238,24562,3937,50190,12118,1468,18973,4953,2383,25095,2613,9150,1935,11904,48687,2127,227,10327,5250,2680,7930,701
2021-04-01,10558,322,16979,5636,61383,6126,7902,1559,1066,33519,19119,463,1963,23600,13051,5744,4914,6108,10163,744,8246,17217,17176,6860,7050,8510,1438,2180,5144,1245,24592,3942,50076,12139,1468,18609,4953,2385,25122,2613,9177,1938,11915,48737,2129,227,10268,5264,2688,7934,700
2021-04-02,10611,322,16998,5639,61421,6128,7906,1565,1069,33608,19176,463,1966,23625,13073,5752,4933,6129,10163,744,8261,17249,17198,6864,7053,8512,1454,2186,5144,1245,24616,3949,50152,12139,1468,18643,4953,2385,25150,2613,9184,1947,11926,48779,2134,228,10279,5279,2693,7937,700
2021-04-03,10640,322,17005,5641,61455,6133,7906,1566,1070,33672,19210,467,1966,23633,13078,5755,4933,6149,10163,745,8279,17281,17260,6875,7057,8515,1466,2186,5161,1247,24637,3949,50191,12139,1468,18643,4953,2385,25190,2630,9200,1947,11926,48823,2135,229,10287,5279,2698,7941,700
2021-04-04,10640,320,17005,5643,61482,6135,7906,1566,1070,33695,19212,467,1966,23654,13078,5823,4933,6149,10163,745,8286,17281,17260,6875,7057,8515,1467,2186,5161,1249,24637,3949,50199,12139,1468,18970,4953,2385,25197,2630,9200,1947,11926,48859,2135,229,10329,5279,2699,7945,700
2021-04-05,10641,320,17005,5648,61519,6136,7924,1566,1072,33726,19212,467,1968,23663,13079,5823,4935,6171,10167,746,8288,17325,17283,6885,7057,8515,1467,2188,5162,1249,24651,3953,50383,12176,1468,18643,4953,2394,25202,2630,9207,1947,11929,48897,2136,229,10360,5286,2699,7945,700
2021-04-06,10661,323,17008,5653,61558,6140,7932,1567,1074,33800,19238,467,1972,23673,13087,5823,4935,6184,10176,746,8303,17337,17344,6889,7079,8519,1478,2189,5298,1249,24700,3961,50447,12191,1470,18741,6669,2427,25239,2630,9208,1947,11967,48944,2140,229,10401,5300,2710,7949,701
2021-04-07,10668,325,17027,5660,61581,6148,7936,1567,1076,33844,19305,467,1974,23702,13101,5836,4941,6198,10187,747,8322,17358,17374,6908,7084,8520,1490,2207,5309,1250,24749,3964,50542,12214,1470,18741,6669,2434,25286,2636,9216,1947,11976,48989,2142,230,10415,5307,2725,7955,701
2021-04-08,10691,325,17055,5662,61618,6151,7941,1568,1077,33922,19374,470,1980,23738,13116,5837,4941,6214,10202,748,8343,17366,17452,6922,7084,8521,1495,2218,5314,1251,24783,3975,50599,12227,1470,18741,6669,2439,25328,2636,9239,1948,11997,49023,2152,230,10436,5318,2737,7964,701
2021-04-09,10686,326,17062,5661,61657,6151,7944,1573,1079,33968,19424,470,1989,23762,13131,5843,4938,6223,10216,750,8364,17376,17479,6932,7086,8510,1521,2213,5323,1253,24826,3976,50645,12248,1470,18827,6669,2440,25362,2638,9248,1946,12001,49067,2160,231,10451,5322,2737,7969,701
2021-04-10,10712,326,17086,5661,61693,6156,7944,1573,1081,34014,19488,471,1989,23777,13138,5849,4938,6241,10216,750,8382,17379,17563,6944,7095,8515,1523,2213,5332,1256,24859,3976,50670,12248,1471,18827,6669,2440,25362,2638,9273,1946,12004,49110,2162,231,10458,5322,2737,7973,701
2021-04-11,10712,323,17086,5661,61727,6158,7944,1578,1081,34021,19488,471,1993,23793,13148,5857,4938,6250,10216,750,8388,17387,17563,6957,7096,8515,1523,2214,5332,1257,24870,3976,50751,12248,1472,18827,6669,2440,25405,2638,9276,1946,12012,49145,2162,231,10472,5322,2745,7979,701
2021-04-12,10712,324,17086,5665,61757,6158,7957,1581,1084,34056,19523,471,1996,23809,13151,5857,4931,6257,10241,751,8392,17407,17576,6959,7096,8622,1524,2214,5332,1257,24896,3979,50908,12290,1471,18827,6669,2441,25406,2638,9276,1947,12015,49191,2162,233,10486,5329,2745,7986,701
2021-04-13,10722,330,17105,5673,61789,6169,7974,1587,1085,34120,19548,471,2000,23825,13167,5857,4931,6261,10255,753,8408,17414,17657,6962,7119,8625,1526,2219,5339,1257,24945,3988,50961,12305,1473,18915,6669,2446,25472,2640,9289,1947,12022,49240,2163,233,10506,5340,2747,7991,703
2021-04-14,10728,327,17109,5680,61819,6173,7984,1591,1088,34164,19600,473,2006,23864,13187,5857,4944,6285,10264,757,8430,17428,17694,6978,7122,8630,1526,2198,5353,1261,25006,3996,51055,12325,1474,18917,6697,2449,25522,2642,9304,1948,12032,49287,2164,237,10510,5357,2756,7994,703
2021-04-15,10736,331,17123,5686,61856,6178,7990,1595,1090,34238,19662,473,2015,23896,13194,5857,4944,6302,10273,758,8442,17433,17817,6989,7128,8634,1528,2198,5359,1264,25053,3997,51127,12359,1475,18917,6697,2455,25566,2646,9307,1949,12041,49323,2165,240,10529,5362,2772,7998,703
2021-04-16,10739,337,17153,5692,61887,6187,7995,1596,1093,34330,19718,474,2017,23920,13211,5878,4956,6317,10282,763,8461,17446,17858,6995,7139,8635,1537,2198,5365,1266,25094,4001,51181,12387,1478,18991,6697,2457,25622,2646,9309,1952,12049,49362,2167,242,10549,5380,2777,8007,703
2021-04-17,10790,335,17151,5693,61913,6189,7995,1602,1095,34404,19757,474,2017,23945,13216,5881,4956,6330,10282,764,8483,17455,17934,7005,7153,8635,1545,2206,5365,1266,25134,4001,51205,12387,1479,18991,6697,2457,25661,2647,9321,1953,12066,49401,2166,242,10564,5380,2780,8012,703
2021-04-18,10790,335,17153,5694,61941,6200,7995,1602,1096,34439,19758,474,2017,23955,13224,5881,4956,6338,10282,765,8490,17462,17934,7020,7153,8635,1546,2208,5365,1270,25143,4001,51219,12387,1479,18991,6697,2457,25688,2647,9336,1953,12068,49454,2166,242,10581,5380,2785,8013,703
2021-04-19,10790,335,17153,5699,61970,6202,8014,1602,1096,34471,19784,474,2022,23976,13226,5881,4955,6347,10293,767,8492,17481,17996,7026,7153,8684,1546,2208,5368,1270,25161,4007,51339,12418,1479,18991,6697,2460,25690,2651,9352,1953,12081,49489,2169,242,10595,5394,2785,8016,703
2021-04-20,10798,335,17193,5706,62004,6212,8020,1603,1097,34533,19798,474,2022,23989,13234,5893,4955,6360,10306,767,8512,17484,18086,7031,7161,8689,1552,2222,5377,1271,25206,4010,51400,12437,1482,19033,6697,2460,25767,2654,9355,1953,12096,49530,2174,242,10625,5407,2789,8023,703
2021-04-21,10807,335,17199,5708,62028,6216,8027,1603,1097,34616,19829,474,2028,24018,13248,5893,4961,6373,10316,768,8538,17498,18130,7044,7163,8691,1557,2225,5388,1273,25271,4020,51455,12480,1484,19033,6716,2466,25827,2658,9365,1954,12111,49568,2177,243,10640,5422,2800,8031,705
2021-04-22,10824,335,17221,5711,62058,6226,8039,1604,1098,34696,19875,476,2028,24056,13252,5899,4961,6381,10324,769,8554,17515,18251,7054,7173,8692,1557,2225,5400,1274,25301,4023,51521,12505,1484,19033,6716,2467,25879,2660,9388,1953,12130,49608,2178,243,10653,5428,2808,8038,705
2021-04-23,10840,336,17238,5716,62079,6232,8047,1609,1099,34759,19917,477,2031,24083,13256,5904,4968,6403,10336,771,8573,17528,18283,7064,7175,8694,1559,2234,5422,1281,25328,4024,51541,12523,1486,19122,6716,2476,25938,2660,9404,1953,12142,49653,2179,243,10666,5434,2813,8044,705
2021-04-24,10851,337,17268,5717,62103,6250,8047,1615,1099,34812,19973,478,2031,24114,13271,5907,4968,6436,10336,772,8592,17544,18409,7072,7175,8695,1563,2235,5422,1282,25367,4024,51551,12523,1486,19122,6716,2476,25938,2660,9414,1953,12146,49692,2180,244,10675,5434,2817,8048,705
2021-04-25,10851,335,17268,5718,62127,6252,8047,1616,1099,34848,19975,478,2031,24139,13274,5927,4968,6449,10336,772,8598,17550,18409,7079,7175,8695,1563,2235,5422,1284,25380,4024,51573,12523,1486,19122,6716,2476,25988,2660,9430,1958,12146,49729,2182,244,10691,5434,2821,8052,705
2021-04-26,10852,341,17268,5720,62151,6256,8066,1617,1099,34912,20009,478,2034,24149,13280,5927,4973,6459,10342,772,8601,17562,18446,7079,7178,8732,1563,2235,5433,1284,25399,4027,51735,12560,1486,19122,6716,2486,25988,2663,9433,1963,12152,49758,2183,244,10706,5450,2821,8059,705
2021-04-27,10854,341,17276,5725,62179,6265,8067,1617,1100,34958,20027,479,2040,24174,13293,5927,4973,6476,10352,777,8614,17566,18563,7091,7188,8737,1566,2235,5444,1294,25460,4039,51811,12583,1486,19188,6716,2488,26072,2664,9435,1964,12163,49801,2186,245,10706,5462,2662,8069,707
2021-04-28,10879,341,17282,5726,62210,6273,8080,1622,1104,35030,20098,482,2045,24209,13312,5930,4978,6485,10367,778,8637,17578,18600,7113,7193,8738,1567,2236,5448,1296,25509,4051,51829,12619,1486,19188,6788,2490,26129,2668,9472,1962,12171,49843,2190,246,10735,5474,2673,8073,707
2021-04-29,10887,342,17305,5735,62226,6285,8084,1624,1105,35084,20158,483,2045,24252,13324,5931,4978,6497,10376,782,8656,17594,18716,7128,7195,8741,1570,2237,5459,1301,25529,4058,51846,12631,1491,19188,6788,2491,26179,2669,9495,1962,12188,49884,2197,246,10751,5487,2674,8077,707
2021-04-30,10896,341,17324,5739,62252,6296,8097,1625,1105,35161,20190,480,2046,24291,13332,5931,4982,6501,10382,784,8673,17610,18753,7144,7199,8743,1571,2237,5464,1303,25554,4067,51865,12651,1492,19188,6788,2495,26218,2671,9497,1967,12197,49917,2202,246,10770,5499,2679,8083,707
2021-05-01,10913,341,17338,5741,62267,6303,8097,1626,1106,35239,20212,483,2046,24330,13338,5950,4982,6513,10382,789,8689,17617,18893,7154,7199,8745,1574,2238,5464,1304,25588,4067,51865,12651,1494,19284,6788,2495,26253,2671,9506,1967,12204,49952,2203,247,10777,5499,2679,8092,707
2021-05-02,10913,341,17344,5743,62285,6305,8097,1626,1106,35268,20212,483,2046,24358,13349,5952,4982,6517,10382,789,8698,17621,18893,7160,7199,8745,1574,2238,5464,1305,25600,4067,51887,12651,1494,19284,6788,2495,26275,2671,9520,1967,12203,49983,2204,247,10791,5499,2686,8098,707
2021-05-03,10913,342,17344,5747,62303,6307,8112,1626,1106,35307,20227,484,2052,24389,13350,5959,4985,6525,10393,790,8710,17639,18922,7163,7207,8814,1574,2237,5473,1305,25616,4067,51910,12691,1494,19284,6788,2502,26276,2678,9524,1970,12204,50021,2204,248,10807,5507,2686,8106,707
2021-05-04,10913,342,17355,5752,62326,6322,8117,1626,1109,35399,20241,484,2052,24410,13363,5959,4985,6532,10405,790,8723,17644,19055,7174,7221,8818,1577,2238,5480,1307,25658,4083,51936,12700,1494,19344,6788,2508,26334,2681,9524,1973,12217,50068,2217,248,10823,5528,2695,8112,710
2021-05-05,10930,342,17360,5754,62347,6338,8124,1628,1110,35478,20273,485,2052,24443,13373,5960,4999,6542,10418,791,8740,17658,19100,7191,7223,8821,1578,2238,5487,1308,25707,4085,51955,12721,1497,19344,6832,2509,26390,2685,9536,1976,12228,50107,2219,248,10844,5539,2707,8116,710
2021-05-06,10946,343,17367,5757,62369,6346,8131,1629,1110,35549,20294,486,2053,24482,13379,5962,4999,6548,10425,793,8762,17663,19223,7204,7226,8821,1580,2242,5490,1311,25740,4089,51955,12738,1499,19344,6832,2514,26447,2685,9558,1977,12244,50146,2219,249,10861,5553,2713,8119,710
2021-05-07,10966,346,17391,5759,62398,6353,8137,1629,1110,35635,20337,486,2061,24524,13397,5980,5016,6559,10433,794,8781,17668,19253,7216,7228,8820,1592,2247,5498,1311,25769,4098,51978,12780,1499,19428,6832,2522,26494,2687,9566,1979,12255,50173,2223,249,10874,5564,2719,8122,710
2021-05-08,10978,348,17407,5760,62422,6356,8137,1636,1110,35700,20368,487,2061,24546,13405,5983,5016,6578,10433,795,8799,17676,19377,7224,7228,8823,1592,2245,5498,1314,25791,4098,51996,12780,1499,19428,6832,2522,26532,2690,9586,1979,12257,50204,2223,249,10885,5564,2726,8126,710
2021-05-09,10978,348,17409,5761,62441,6358,8137,1636,1110,35731,20367,488,2061,24577,13418,5984,5016,6586,10433,795,8801,17682,19377,7231,7228,8824,1592,2244,5498,1315,25801,4098,52265,12780,1499,19428,6832,2522,26532,2690,9592,1979,12257,50234,2224,249,10895,5564,2726,8133,710
2021-05-10,10978,349,17409,5764,62463,6358,8154,1641,1110,35783,20368,488,2061,24590,13419,5985,5016,6597,10438,795,8802,17698,19411,7231,7234,8825,1592,2239,5506,1315,25810,4106,52301,12790,1499,19428,6832,2533,26550,2690,9596,1981,12276,50269,2225,249,10902,5586,2729,8137,710
2021-05-11,10985,352,17428,5770,62474,6372,8156,1644,1113,35831,20391,488,2061,24615,13434,5985,5016,6620,10451,797,8810,17698,19513,7240,7240,8835,1593,2239,5509,1318,25841,4108,52342,12801,1502,19441,6832,2549,26607,2694,9596,1981,12292,50308,2236,251,10919,5593,2734,8143,711
2021-05-12,10997,352,17430,5777,62502,6403,8161,1644,1115,35882,20432,489,2064,24640,13445,5989,5029,6630,10463,798,8828,17712,19528,7255,7244,8843,1595,2248,5515,1325,25882,4111,52380,12830,1502,19441,6878,2559,26659,2696,9603,1988,12296,50334,2249,252,10934,5614,2748,8148,712
2021-05-13,11001,355,17438,5783,62533,6424,8168,1648,1115,35929,20450,489,2064,24671,13450,5994,5029,6637,10469,798,8840,17722,19646,7274,7247,8848,1597,2278,5523,1329,25906,4112,52430,12853,1503,19441,6878,2572,26697,2696,9619,1989,12305,50366,2255,252,10961,5626,2751,8154,712
2021-05-14,11024,357,17447,5790,62560,6433,8173,1651,1116,36000,20482,490,2064,24724,13466,5997,5038,6643,10478,799,8852,17742,19678,7283,7254,8855,1598,2278,5530,1332,25932,4113,52479,12862,1504,19528,6878,2582,26724,2700,9627,1991,12312,50403,2256,252,10991,5622,2756,8158,712
2021-05-15,11038,356,17466,5793,62580,6443,8173,1651,1118,36056,20505,490,2064,24770,13471,5998,5038,6648,10478,801,8870,17742,19790,7286,7254,8859,1598,2278,5530,1334,25952,4113,52499,12862,1504,19528,6878,2582,26724,2700,9638,1991,12312,50442,2258,252,11008,5622,2757,8163,712
2021-05-16,11038,354,17466,5794,62596,6451,8173,1651,1120,36075,20506,492,2069,24795,13480,6000,5038,6656,10478,802,8876,17753,19790,7296,7254,8859,1598,2278,5530,1335,25961,4113,52536,12862,1504,19528,6878,2582,26816,2700,9653,1991,12312,50468,2258,252,11018,5622,2757,8170,712
2021-05-17,11038,354,17466,5796,62614,6451,8194,1651,1122,36133,20506,492,2069,24801,13486,6006,5040,6662,10489,803,8878,17772,19812,7296,7257,8859,1598,2258,5533,1336,25975,4116,52577,12891,1504,19528,6878,2590,26833,2701,9654,1993,12327,50505,2259,252,11029,5640,2762,8171,712
2021-05-18,11043,362,17480,5805,62632,6457,8198,1651,1122,36227,20532,492,2073,24830,13507,6006,5040,6673,10500,805,8894,17779,19899,7310,7268,8990,1602,2249,5540,1342,25998,4118,52611,12911,1504,19628,6878,2594,26871,2703,9656,1994,12339,50544,2271,254,11042,5640,2763,8175,712
2021-05-19,11045,362,17497,5805,62648,6473,8204,1652,1124,36271,20569,492,2074,24864,13518,6013,5053,6678,10509,807,8907,17779,19931,7325,7269,8996,1602,2237,5545,1343,26030,4122,52639,12938,1506,19628,6918,2601,26925,2703,9667,1994,12353,50570,2275,255,11048,5653,2767,8179,713
2021-05-20,11077,362,17509,5808,62674,6479,8208,1652,1125,36347,20591,492,2080,24912,13525,6018,5053,6693,10517,816,8913,17802,20013,7333,7278,8996,1604,2234,5550,1344,26053,4126,52673,12950,1507,19628,6918,2606,26965,2703,9669,2001,12364,50600,2279,255,11068,5690,2769,8182,713
2021-05-21,11080,362,17531,5811,62693,6498,8212,1654,1125,36441,20637,494,2080,24935,13547,6025,5057,6698,10522,818,8929,17813,20051,7354,7279,9005,1604,2242,5552,1344,26070,4131,52699,12958,1507,19709,6918,2613,26990,2704,9672,2001,12380,50631,2289,255,11074,5702,2772,8187,713
2021-05-22,11112,362,17547,5816,62710,6504,8212,1659,1125,36463,20661,494,2080,24976,13553,6034,5057,6705,10522,819,8950,17818,20140,7363,7279,9006,1603,2242,5552,1347,26084,4131,52699,12958,1507,19709,6918,2613,27029,2704,9674,2001,12380,50655,2290,255,11097,5702,2772,8193,713
2021-05-23,11112,362,17555,5817,62722,6506,8212,1659,1127,36474,20661,496,2080,25001,13553,6034,5057,6716,10522,820,8962,17823,20140,7370,7279,9006,1603,2242,5552,1347,26091,4131,52748,12958,1507,19709,6918,2613,27042,2704,9684,2001,12380,50693,2290,255,11106,5702,2772,8195,713
2021-05-24,11112,362,17555,5820,62742,6510,8219,1659,1130,36501,20661,496,2082,25011,13554,6034,5058,6720,10535,822,8972,17825,20154,7370,7285,9006,1603,2243,5559,1347,26100,4230,52773,12987,1507,19709,6918,2624,27043,2705,9690,2004,12393,50726,2292,255,11116,5709,2775,8199,713
2021-05-25,11124,362,17569,5824,62764,6521,8221,1659,1130,36581,20699,496,2086,25028,13566,6034,5058,6725,10548,824,8986,17835,20225,7381,7298,9062,1606,2230,5563,1347,26124,4251,52787,13004,1507,19753,6918,2628,27085,2707,9705,2004,12400,50759,2292,255,11137,5722,2782,8203,719
2021-05-26,11138,362,17576,5827,62781,6532,8227,1659,1131,36647,20735,496,2088,25028,13571,6038,5067,6744,10562,825,8999,17841,20239,7393,7302,9071,1607,2230,5570,1349,26159,4254,52818,13004,1509,19753,7291,2639,27123,2708,9708,2004,12406,50792,2292,255,11143,5741,2788,8206,719
2021-05-27,11140,362,17594,5829,62799,6546,8230,1660,1132,36733,20774,498,2090,25101,13583,6043,5067,6748,10570,825,9548,17850,20301,7403,7304,9075,1610,2230,5578,1352,26159,4259,52839,13055,1510,19753,7291,2660,27163,2708,9711,2004,12428,50824,2294,255,11152,5754,2792,8210,719
2021-05-28,11146,362,17609,5830,62818,6553,8238,1660,1132,36774,20820,498,2090,25127,13596,6047,5076,6758,10576,825,9557,17854,20324,7408,7310,9080,1612,2230,5586,1354,26159,4263,52863,13055,1512,19861,7291,2665,27187,2708,9726,2010,12441,50854,2297,255,11156,5765,2792,8214,719
2021-05-29,11146,362,17628,5830,62830,6577,8238,1661,1132,36774,20837,499,2090,25166,13615,6053,5076,6782,10576,825,9562,17868,20376,7418,7310,9080,1613,2230,5586,1355,26159,4263,52877,13055,1512,19861,7291,2665,27187,2708,9728,2010,12441,50871,2301,255,11160,5765,2792,8216,719
2021-05-30,11146,362,17628,5832,62851,6581,8238,1661,1132,36774,20837,500,2090,25166,13620,6055,5076,6782,10576,825,9568,17872,20376,7426,7310,9080,1613,2230,5586,1356,26159,4263,52898,13055,1512,19861,7291,2665,27209,2708,9732,2010,12441,50896,2301,255,11173,5765,2792,8220,719
2021-05-31,11146,362,17628,5833,62862,6581,8238,1661,1132,36774,20837,500,2090,25223,13620,6055,5076,6782,10576,825,9570,17872,20376,7426,7316,9080,1613,2230,5586,1356,26159,4263,52904,13055,1512,19861,7291,2665,27214,2708,9736,2010,12441,50915,2301,255,11186,5765,2792,8225,719
2021-06-01,11156,362,17628,5834,62877,6580,8244,1661,1134,36869,20838,500,2090,25231,13628,6055,5076,7067,10592,825,9570,17883,20389,7427,7318,9080,1613,2230,5590,1356,26159,4264,52946,13101,1512,19861,7291,2674,27214,2712,9736,2014,12456,50943,2302,255,11194,5789,2797,8227,720
2021-06-02,11167,362,17648,5835,62889,6591,8247,1666,1135,36924,20867,500,2097,25240,13637,6057,5080,7071,10595,827,9575,17886,20423,7427,7323,9122,1621,2230,5593,1356,26159,4268,52953,13110,1512,19923,7316,2676,27259,2712,9739,2019,12465,50966,2305,255,11206,5801,2800,8231,720
2021-06-03,11188,362,17653,5842,62907,6604,8245,1668,1136,36973,20900,501,2101,25265,13657,6057,5080,7077,10605,837,9587,17893,20485,7437,7324,9129,1627,2230,5599,1357,26159,4273,52976,13130,1515,19923,7316,2683,27295,2715,9739,2020,12472,50985,2308,255,11216,5821,2807,8235,720
2021-06-04,11198,362,17673,5845,62918,6612,8246,1674,1136,36973,20942,501,2101,25282,13661,6067,5084,7086,10615,838,9596,17903,20511,7445,7325,9138,1632,2230,5600,1358,26159,4280,53007,13151,1515,19980,7316,2686,27325,2717,9744,2022,12476,51013,2311,256,11222,5836,2813,8238,720
2021-06-05,11198,362,17700,5846,62934,6614,8246,1677,1136,36973,20986,502,2101,25314,13685,6067,5084,7091,10615,839,9603,17907,20588,7461,7325,9140,1632,2230,5600,1358,26159,4280,53014,13151,1516,19980,7316,2686,27349,2717,9752,2022,12476,51033,2311,256,11229,5836,2813,8241,720
2021-06-06,11198,362,17700,5846,62949,6614,8246,1677,1136,36973,20986,505,2101,25352,13685,6068,5084,7091,10615,839,9607,17911,20588,7465,7325,9141,1632,2230,5600,1358,26159,4280,53029,13151,1516,19980,7316,2686,27354,2717,9754,2022,12476,51057,2311,256,11236,5836,2813,8243,720
2021-06-07,11217,362,17700,5849,62960,6626,8253,1677,1136,36973,20986,505,2106,25372,13687,6072,5100,7103,10619,839,9611,17915,20600,7467,7333,9141,1633,2251,5607,1360,26159,4286,53062,13199,1516,19980,7316,2694,27360,2717,9754,2022,12479,51076,2313,256,11245,5856,2821,8243,720
2021-06-08,11220,362,17713,5852,62973,6640,8255,1677,1137,36973,21024,505,2105,25386,13696,6073,5100,7109,10622,840,9621,17917,20658,7469,7343,9189,1634,2256,5610,1360,26159,4287,53082,13212,1516,20021,7316,2700,27395,2719,9754,2023,12492,51096,2316,256,11253,5785,2822,8244,725
2021-06-09,11249,362,17715,5854,62987,6652,8257,1677,1137,36973,21049,505,2116,25412,13708,6078,5103,7121,10631,843,9627,17917,20667,7477,7347,9193,1636,2256,5617,1360,26159,4292,53092,13230,1517,20021,7325,2716,27417,2722,9761,2023,12494,51114,2318,256,11260,5793,2846,8248,725
2021-06-10,11252,362,17742,5856,62995,6667,8260,1679,1137,36973,21094,505,2116,25429,13710,6084,5103,7138,10638,843,9639,17929,20712,7484,7348,9193,1638,2256,5621,1363,26159,4295,53102,13246,1517,20021,7325,2726,27438,2722,9761,2026,12496,51136,2319,256,11270,5803,2848,8249,725
2021-06-11,11266,366,17740,5859,63011,6678,8261,1679,1137,37265,21128,505,2116,25452,13714,6095,5106,7147,10648,844,9645,17937,20720,7496,7353,9195,1641,2256,5622,1363,26159,4297,53121,13265,1520,20091,7325,2726,27457,2722,9776,2026,12498,51155,2319,256,11283,5815,2849,8250,725
2021-06-12,11266,366,17740,5860,63022,6689,8261,1679,1137,37265,21158,505,2116,25469,13745,6097,5106,7155,10648,845,9651,17937,20778,7503,7353,9196,1641,2256,5622,1363,26159,4297,53121,13265,1520,20091,7325,2726,27474,2722,9776,2026,12498,51171,2319,256,11293,5815,2849,8254,725
2021-06-13,11266,366,17740,5861,63031,6690,8261,1679,1137,37265,21158,505,2116,25481,13745,6099,5106,7158,10648,845,9653,17937,20778,7512,7353,9196,1641,2256,5622,1363,26316,4297,53121,13265,1520,20091,7325,2726,27474,2722,9780,2026,12498,51196,2319,256,11307,5815,2849,8256,725
2021-06-14,11274,366,17768,5863,63043,6691,8263,1679,1138,37265,21158,506,2116,25488,13746,6102,5125,7163,10655,845,9653,17947,20787,7517,7354,9196,1643,2258,5626,1366,26316,4302,53165,13292,1520,20091,7325,2730,27490,2722,9790,2026,12498,51212,2323,256,11318,5782,2853,8258,725
2021-06-15,11281,366,17779,5869,63058,6701,8263,1679,1138,37265,21171,506,2116,25505,13752,6102,5125,7171,10660,848,9660,17949,20817,7518,7361,9222,1647,2258,5631,1367,26316,4302,53177,13296,1521,20122,7325,2737,27514,2723,9790,2026,12504,51230,2323,256,11328,5800,2856,8258,734
2021-06-16,11288,366,17791,5867,63072,6710,8265,1679,1139,37265,21228,507,2122,25531,13763,6103,5128,7175,10670,853,9669,17953,20822,7523,7368,9224,1649,2258,5635,1367,26316,4305,53181,13314,1522,20122,7354,2744,27531,2723,9786,2026,12506,51250,2324,256,11330,5801,2861,8258,734
2021-06-17,11288,366,17811,5869,63082,6714,8266,1679,1140,37265,21258,507,2122,25552,13764,6109,5128,7178,10677,854,9675,17957,20848,7527,7369,9227,1651,2258,5642,1369,26357,4310,53190,13320,1523,20122,7354,2745,27546,2724,9790,2027,12513,51267,2324,256,11336,5810,2863,8259,734
